Question,Answer,Document,Notes
What is the abstract of the paper 'Fairness Through Domain Awareness: Mitigating Popularity Bias For Music Discovery'?,"As online music platforms grow, music recommender systems play a vital role in helping users navigate and discover content within their vast musical databases. At odds with this larger goal, is the presence of popularity bias, which causes algorithmic systems to favor mainstream content over, potentially more relevant, but niche items. In this work we explore the intrinsic relationship between music discovery and popularity bias. To mitigate this issue we propose a domain-aware, individual fairness-based approach which addresses popularity bias in graph neural network (GNNs) based recommender systems. Our approach uses individual fairness to reflect a ground truth listening experience, i.e., if two songs sound similar, this similarity should be reflected in their representations. In doing so, we facilitate meaningful music discovery that is robust to popularity bias and grounded in the music domain. We apply our BOOST methodology to two discovery based tasks, performing recommendations at both the playlist level and user level. Then, we ground our evaluation in the cold start setting, showing that our approach outperforms existing fairness benchmarks in both performance and recommendation of lesser-known content. Finally, our analysis explains why our proposed methodology is a novel and promising approach to mitigating popularity bias and improving the discovery of new and niche content in music recommender systems.",Fernando Diaz_145472333.json,
"What journal was the paper ""Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision"" published in?",ArXiv,Fernando Diaz_145472333.json,
"What venue was the paper ""Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision"" published in?",arXiv.org,Fernando Diaz_145472333.json,
"How many citations does the paper ""Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision"" have?",2,Fernando Diaz_145472333.json,
"Who are the authors of the paper ""Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision""?",Fernando Diaz,Fernando Diaz_145472333.json,
"Who is the first author of the paper ""Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision""?",Fernando Diaz,Fernando Diaz_145472333.json,
"What is the paper ID of the paper ""Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision""?",55704caaf3d31e1795a1ca0c3bed9e77ae3a3c95,Fernando Diaz_145472333.json,
What paper has the paper ID 55704caaf3d31e1795a1ca0c3bed9e77ae3a3c95?,Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision,Fernando Diaz_145472333.json,
What is the TLDR of the paper 'Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision'?,"This work addresses the lack of sensitivity of reciprocal rank by introducing and connecting it to the concept of best-case retrieval, an evaluation method focusing on assessing the quality of a ranking for the most satisfied possible user across possible recall requirements.",Fernando Diaz_145472333.json,
What is the abstract of the paper 'Best-Case Retrieval Evaluation: Improving the Sensitivity of Reciprocal Rank with Lexicographic Precision'?,"Across a variety of ranking tasks, researchers use reciprocal rank to measure the effectiveness for users interested in exactly one relevant item. Despite its widespread use, evidence suggests that reciprocal rank is brittle when discriminating between systems. This brittleness, in turn, is compounded in modern evaluation settings where current, high-precision systems may be difficult to distinguish. We address the lack of sensitivity of reciprocal rank by introducing and connecting it to the concept of best-case retrieval, an evaluation method focusing on assessing the quality of a ranking for the most satisfied possible user across possible recall requirements. This perspective allows us to generalize reciprocal rank and define a new preference-based evaluation we call lexicographic precision or lexiprecision. By mathematical construction, we ensure that lexiprecision preserves differences detected by reciprocal rank, while empirically improving sensitivity and robustness across a broad set of retrieval and recommendation tasks.",Fernando Diaz_145472333.json,
What is the author ID of Graham Neubig?,1700325,data/paper_jsons/Graham Neubig_1700325.json,
What are the papers of Graham Neubig?,"Cross-Modal Fine-Tuning: Align then Refine, ChatGPT MT: Competitive for High- (but Not Low-) Resource Languages, GlobalBench: A Benchmark for Global Progress in Natural Language Processing, Learning Performance-Improving Code Edits, CodeBERTScore: Evaluating Code Generation with Pretrained Models of Code, Neural Machine Translation for the Indigenous Languages of the Americas: An Introduction, User-Centric Evaluation of OCR Systems for Kwak’wala, Multi-Dimensional Evaluation of Text Summarization with In-Context Learning, A Gold Standard Dataset for the Reviewer Assignment Problem, SigMoreFun Submission to the SIGMORPHON Shared Task on Interlinear Glossing, Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation, FacTool: Factuality Detection in Generative AI - A Tool Augmented Framework for Multi-Task and Multi-Domain Scenarios, Active Retrieval Augmented Generation, Large Language Models Enable Few-Shot Clustering, Solving NLP Problems through Human-System Collaboration: A Discussion-based Approach, Crossing the Threshold: Idiomatic Machine Translation through Retrieval Augmentation and Loss Weighting, Why do Nearest Neighbor Language Models Work?, Syntax and Semantics Meet in the “Middle”: Probing the Syntax-Semantics Interface of LMs Through Agentivity, DataFinder: Scientific Dataset Recommendation from Natural Language Descriptions, Multi-lingual and Multi-cultural Figurative Language Understanding, It’s MBR All the Way Down: Modern Generation Techniques Through the Lens of Minimum Bayes Risk, Unlimiformer: Long-Range Transformers with Unlimited Length Input, WebArena: A Realistic Web Environment for Building Autonomous Agents, Prompt2Model: Generating Deployable Models from Natural Language Instructions, Computational Language Acquisition with Theory of Mind, Improving Factuality of Abstractive Summarization via Contrastive Reward Learning, The Devil Is in the Errors: Leveraging Large Language Models for Fine-grained Machine Translation Evaluation",data/paper_jsons/Graham Neubig_1700325.json,
What is the H-index of Graham Neubig?,75,data/paper_jsons/Graham Neubig_1700325.json,
What is the author citation count of Graham Neubig?,24256,data/paper_jsons/Graham Neubig_1700325.json,
What journals has Graham Neubig published in?,ArXiv,data/paper_jsons/Graham Neubig_1700325.json,
What are the journals and how many papers has Graham Neubig published in each?,{'ArXiv': 19},data/paper_jsons/Graham Neubig_1700325.json,
What are the fields of study of Graham Neubig?,"Computer Science, Mathematics",data/paper_jsons/Graham Neubig_1700325.json,
How many papers has Graham Neubig published in open access journals?,27,data/paper_jsons/Graham Neubig_1700325.json,
What venues has Graham Neubig published in?,"International Conference on Machine Learning, Conference on Machine Translation, Conference on Empirical Methods in Natural Language Processing, arXiv.org, AMERICASNLP, COMPUTEL, Annual Meeting of the Association for Computational Linguistics, Special Interest Group on Computational Morphology and Phonology Workshop, STARSEM, BIGPICTURE, International Conference on Learning Representations, TRUSTNLP",data/paper_jsons/Graham Neubig_1700325.json,
What is the most cited paper from Graham Neubig?,WebArena: A Realistic Web Environment for Building Autonomous Agents,data/paper_jsons/Graham Neubig_1700325.json,
What is the url of the most cited paper from Graham Neubig?,https://arxiv.org/pdf/2307.13854,data/paper_jsons/Graham Neubig_1700325.json,
Who are the authors of the most cited paper from Graham Neubig?,"Shuyan Zhou, Frank F. Xu, Hao Zhu, Xuhui Zhou, Robert Lo, Abishek Sridhar, Xianyi Cheng, Yonatan Bisk, Daniel Fried, Uri Alon, Graham Neubig",data/paper_jsons/Graham Neubig_1700325.json,
TLDR of the most cited paper from Graham Neubig?,"This paper builds an environment for language-guided agents that is highly realistic and reproducible, and creates an environment with fully functional websites from four common domains: e-commerce, social forum discussions, collaborative software development, and content management.",data/paper_jsons/Graham Neubig_1700325.json,
Abstract of the most cited paper from Graham Neubig?,"With advances in generative AI, there is now potential for autonomous agents to manage daily tasks via natural language commands. However, current agents are primarily created and tested in simplified synthetic environments, leading to a disconnect with real-world scenarios. In this paper, we build an environment for language-guided agents that is highly realistic and reproducible. Specifically, we focus on agents that perform tasks on the web, and create an environment with fully functional websites from four common domains: e-commerce, social forum discussions, collaborative software development, and content management. Our environment is enriched with tools (e.g., a map) and external knowledge bases (e.g., user manuals) to encourage human-like task-solving. Building upon our environment, we release a set of benchmark tasks focusing on evaluating the functional correctness of task completions. The tasks in our benchmark are diverse, long-horizon, and designed to emulate tasks that humans routinely perform on the internet. We experiment with several baseline agents, integrating recent techniques such as reasoning before acting. The results demonstrate that solving complex tasks is challenging: our best GPT-4-based agent only achieves an end-to-end task success rate of 14.41%, significantly lower than the human performance of 78.24%. These results highlight the need for further development of robust agents, that current state-of-the-art large language models are far from perfect performance in these real-life tasks, and that WebArena can be used to measure such progress.",data/paper_jsons/Graham Neubig_1700325.json,
